Category,City,Country,Customer ID,Customer Name,Discount,Market,Order Date,Order ID,Order Priority,Product ID,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,Shipping Cost,State,Sub-Category,Year,Market2,weeknum,day_for_shipping,shipping_date_count,order_date_count,planning_day_for_shipping,planning_day_for_shippin_,late_risk,on_time,shipping_benefit
Office Supplies,San Francisco,United States,MT-178154,Meg Tillman,0.0,US,2012-12-10,CA-2012-127502,Medium,OFF-LA-10001613,Avery File Folder Labels,2.8224,2,West,6,Consumer,2012-12-14,Standard Class,0.27,California,Labels,2012,North America,50,4,38,56,4,4,0,1,-0.27
Office Supplies,San Francisco,United States,AH-100304,Aaron Hawkins,0.0,US,2012-12-27,CA-2012-130113,Medium,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,61.389,2,West,323,Corporate,2012-12-31,Standard Class,26.7,California,Storage,2012,North America,52,4,45,69,4,4,0,1,-26.7
Office Supplies,San Francisco,United States,SC-207254,Steven Cartwright,0.0,US,2013-01-30,CA-2013-153661,Medium,OFF-LA-10004689,Avery 512,12.2247,9,West,26,Consumer,2013-01-31,First Class,2.51,California,Labels,2013,North America,5,1,21,35,1,1,0,1,-2.51
Office Supplies,San Francisco,United States,SC-207254,Steven Cartwright,0.0,US,2013-01-30,CA-2013-153661,Medium,OFF-ST-10000675,"File Shuttle II and Handi-File, Black",76.2525,9,West,305,Consumer,2013-01-31,First Class,34.33,California,Storage,2013,North America,5,1,21,35,1,1,0,1,-34.33
Office Supplies,San Francisco,United States,TS-211604,Theresa Swint,0.0,US,2013-03-04,CA-2013-120005,High,OFF-SU-10004782,"Elite 5"" Scissors",7.605,3,West,25,Corporate,2013-03-04,Same Day,3.5,California,Supplies,2013,North America,10,0,29,39,0,0,0,1,-3.5
Office Supplies,San Francisco,United States,DK-132254,Dean Katz,0.0,US,2013-03-13,CA-2013-127138,Medium,OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,40.274,5,West,155,Corporate,2013-03-16,Second Class,6.36,California,Appliances,2013,North America,11,3,39,53,2,2,1,0,-6.36
Office Supplies,San Francisco,United States,DK-132254,Dean Katz,0.0,US,2013-03-13,CA-2013-127138,Medium,OFF-EN-10004459,Security-Tint Envelopes,14.9744,4,West,31,Corporate,2013-03-16,Second Class,1.8,California,Envelopes,2013,North America,11,3,39,53,2,2,1,0,-1.8
Office Supplies,San Francisco,United States,DK-132254,Dean Katz,0.0,US,2013-03-13,CA-2013-127138,Medium,OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",6.7655,5,West,677,Corporate,2013-03-16,Second Class,18.47,California,Storage,2013,North America,11,3,39,53,2,2,1,0,-18.47
Office Supplies,San Francisco,United States,EH-137654,Edward Hooks,0.0,US,2013-03-14,CA-2013-136301,Critical,OFF-SU-10000151,High Speed Automatic Electric Letter Opener,196.5036,3,West,4913,Corporate,2013-03-16,Second Class,56.09,California,Supplies,2013,North America,11,2,39,37,2,2,0,1,-56.09
Office Supplies,San Francisco,United States,BT-116804,Brian Thompson,0.0,US,2013-04-11,CA-2013-123358,Medium,OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,44.3664,3,West,114,Consumer,2013-04-18,Standard Class,10.27,California,Appliances,2013,North America,15,7,17,29,4,4,1,0,-10.27
Office Supplies,San Francisco,United States,BT-116804,Brian Thompson,0.0,US,2013-04-11,CA-2013-123358,Medium,OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,81.1314,3,West,580,Consumer,2013-04-18,Standard Class,38.67,California,Storage,2013,North America,15,7,17,29,4,4,1,0,-38.67
Office Supplies,San Francisco,United States,BT-116804,Brian Thompson,0.0,US,2013-04-11,CA-2013-123358,Medium,OFF-ST-10000636,Rogers Profile Extra Capacity Storage Tub,6.0264,9,West,151,Consumer,2013-04-18,Standard Class,12.16,California,Storage,2013,North America,15,7,17,29,4,4,1,0,-12.16
Office Supplies,San Francisco,United States,SP-209204,Susan Pistek,0.0,US,2013-04-14,CA-2013-152800,High,OFF-EN-10001509,Poly String Tie Envelopes,2.8764,3,West,6,Consumer,2013-04-16,First Class,1.23,California,Envelopes,2013,North America,16,2,19,4,1,1,1,0,-1.23
Office Supplies,San Francisco,United States,EB-139304,Eric Barreto,0.0,US,2013-05-19,CA-2013-122728,Medium,OFF-ST-10000604,Home/Office Personal File Carts,26.07,3,West,104,Consumer,2013-05-25,Standard Class,4.92,California,Storage,2013,North America,21,6,37,5,4,4,1,0,-4.92
Office Supplies,San Francisco,United States,PV-189854,Paul Van Hugh,0.0,US,2013-06-15,CA-2013-107216,Medium,OFF-AR-10001545,Newell 326,2.0416,4,West,7,Home Office,2013-06-18,First Class,1.61,California,Art,2013,North America,24,3,57,38,1,1,1,0,-1.61
Office Supplies,San Francisco,United States,PV-189854,Paul Van Hugh,0.0,US,2013-06-15,CA-2013-107216,Medium,OFF-AR-10002255,Newell 346,2.5056,3,West,9,Home Office,2013-06-18,First Class,1.8,California,Art,2013,North America,24,3,57,38,1,1,1,0,-1.8
Office Supplies,San Francisco,United States,RD-199004,Ruben Dartt,0.0,US,2013-06-24,CA-2013-140382,High,OFF-LA-10001934,Avery 516,10.3071,3,West,22,Consumer,2013-06-26,Second Class,3.38,California,Labels,2013,North America,26,2,55,77,2,2,0,1,-3.38
Office Supplies,San Francisco,United States,RD-199004,Ruben Dartt,0.0,US,2013-06-24,CA-2013-140382,High,OFF-ST-10003638,Mobile Personal File Cube,25.2936,4,West,94,Consumer,2013-06-26,Second Class,13.19,California,Storage,2013,North America,26,2,55,77,2,2,0,1,-13.19
Office Supplies,San Francisco,United States,AA-106454,Anna Andreadi,0.0,US,2013-07-05,CA-2013-147137,High,OFF-EN-10003567,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",20.6612,2,West,44,Consumer,2013-07-07,First Class,5.16,California,Envelopes,2013,North America,27,2,30,22,1,1,1,0,-5.16
Office Supplies,San Francisco,United States,AA-106454,Anna Andreadi,0.0,US,2013-07-05,CA-2013-147137,High,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,0.5584,4,West,28,Consumer,2013-07-07,First Class,5.79,California,Storage,2013,North America,27,2,30,22,1,1,1,0,-5.79
Office Supplies,San Francisco,United States,RB-193604,Raymond Buch,0.0,US,2013-07-15,CA-2013-109953,Medium,OFF-AP-10002998,Holmes 99% HEPA Air Purifier,50.0346,7,West,152,Consumer,2013-07-19,Standard Class,7.26,California,Appliances,2013,North America,29,4,38,40,4,4,0,1,-7.26
Office Supplies,San Francisco,United States,DL-134954,Dionis Lloyd,0.0,US,2013-07-23,CA-2013-144855,Critical,OFF-LA-10003766,Self-Adhesive Removable Labels,3.024,2,West,6,Corporate,2013-07-25,Second Class,1.6,California,Labels,2013,North America,30,2,27,48,2,2,0,1,-1.6
Office Supplies,San Francisco,United States,BC-111254,Becky Castell,0.0,US,2013-07-26,CA-2013-149335,Critical,OFF-AR-10001419,Newell 325,11.151,9,West,37,Home Office,2013-07-26,Same Day,12.15,California,Art,2013,North America,30,0,44,29,0,0,0,1,-12.15
Office Supplies,San Francisco,United States,RW-196304,Rob Williams,0.0,US,2013-07-31,CA-2013-112585,Medium,OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,178.91,2,West,716,Corporate,2013-08-03,First Class,113.49,California,Appliances,2013,North America,31,3,24,24,1,1,1,0,-113.49
Office Supplies,San Francisco,United States,PK-190754,Pete Kriz,0.0,US,2013-08-17,CA-2013-150343,High,OFF-EN-10004030,Convenience Packs of Business Envelopes,5.1042,3,West,11,Consumer,2013-08-21,Standard Class,1.57,California,Envelopes,2013,North America,33,4,46,24,4,4,0,1,-1.57
Office Supplies,San Francisco,United States,CV-128054,Cynthia Voltz,0.0,US,2013-09-02,CA-2013-120859,Medium,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",10.94,2,West,22,Corporate,2013-09-05,First Class,1.9,California,Envelopes,2013,North America,36,3,41,59,1,1,1,0,-1.9
Office Supplies,San Francisco,United States,SZ-200354,Sam Zeldin,0.0,US,2013-09-03,CA-2013-113096,High,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",12.0978,3,West,47,Home Office,2013-09-05,First Class,6.54,California,Storage,2013,North America,36,2,41,83,1,1,1,0,-6.54
Office Supplies,San Francisco,United States,CC-124304,Chuck Clark,0.0,US,2013-09-20,US-2013-114888,Medium,OFF-SU-10001212,Kleencut Forged Office Shears by Acme United Corporation,1.872,3,West,6,Home Office,2013-09-25,Second Class,0.19,California,Supplies,2013,North America,38,5,60,109,2,2,1,0,-0.19
Office Supplies,San Francisco,United States,GM-146954,Greg Maxwell,0.0,US,2013-09-21,CA-2013-100244,High,OFF-AR-10000940,Newell 343,3.1752,4,West,12,Corporate,2013-09-25,Standard Class,1.86,California,Art,2013,North America,38,4,60,64,4,4,0,1,-1.86
Office Supplies,San Francisco,United States,JW-160754,Julia West,0.0,US,2013-09-26,CA-2013-101385,Medium,OFF-AR-10004441,BIC Brite Liner Highlighters,6.9552,4,West,17,Consumer,2013-10-02,Standard Class,1.37,California,Art,2013,North America,39,6,66,83,4,4,1,0,-1.37
Office Supplies,San Francisco,United States,BP-110954,Bart Pistole,0.0,US,2013-10-28,CA-2013-156811,Medium,OFF-AP-10001366,Staples,11.8584,4,West,44,Corporate,2013-11-03,Standard Class,3.53,California,Appliances,2013,North America,44,6,39,30,4,4,1,0,-3.53
Office Supplies,San Francisco,United States,PC-187454,Pamela Coakley,0.0,US,2013-11-11,CA-2013-105494,High,OFF-ST-10002205,File Shuttle I and Handi-File,42.0714,7,West,156,Corporate,2013-11-13,First Class,47.91,California,Storage,2013,North America,46,2,56,102,1,1,1,0,-47.91
Office Supplies,San Francisco,United States,RO-197804,Rose O'Brian,0.0,US,2013-11-11,CA-2013-152940,Medium,OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,4.461,1,West,30,Consumer,2013-11-14,First Class,8.14,California,Storage,2013,North America,46,3,28,102,1,1,1,0,-8.14
Office Supplies,San Francisco,United States,RR-193154,Ralph Ritter,0.0,US,2013-11-15,CA-2013-149482,High,OFF-LA-10000248,Avery 52,3.4686,2,West,7,Consumer,2013-11-20,Standard Class,0.28,California,Labels,2013,North America,46,5,51,82,4,4,1,0,-0.28
Office Supplies,San Francisco,United States,HJ-148754,Heather Jas,0.0,US,2013-11-18,CA-2013-118500,High,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,13.365,5,West,50,Home Office,2013-11-19,First Class,11.65,California,Supplies,2013,North America,47,1,61,76,1,1,0,1,-11.65
Office Supplies,San Francisco,United States,MK-181604,Mike Kennedy,0.0,US,2013-12-03,US-2013-108455,Medium,OFF-ST-10002214,X-Rack File for Hanging Folders,8.8062,3,West,34,Consumer,2013-12-09,Standard Class,1.79,California,Storage,2013,North America,49,6,46,70,4,4,1,0,-1.79
Office Supplies,San Francisco,United States,DB-136154,Doug Bickford,0.0,US,2013-12-09,CA-2013-115224,High,OFF-ST-10003816,Fellowes High-Stak Drawer Files,81.0474,2,West,352,Consumer,2013-12-12,Second Class,13.24,California,Storage,2013,North America,50,3,58,65,2,2,1,0,-13.24
Office Supplies,San Francisco,United States,DB-136154,Doug Bickford,0.0,US,2013-12-09,CA-2013-115224,High,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",9.534,3,West,34,Consumer,2013-12-12,Second Class,4.8,California,Storage,2013,North America,50,3,58,65,2,2,1,0,-4.8
Office Supplies,San Francisco,United States,SP-206204,Stefania Perrino,0.0,US,2013-12-09,CA-2013-131289,Medium,OFF-AR-10003056,Newell 341,2.4824,2,West,9,Corporate,2013-12-15,Standard Class,0.73,California,Art,2013,North America,50,6,45,65,4,4,1,0,-0.73
Office Supplies,San Francisco,United States,CM-123854,Christopher Martinez,0.0,US,2014-01-04,CA-2014-111738,Medium,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,3.1008,3,West,9,Consumer,2014-01-08,Standard Class,0.59,California,Art,2014,North America,1,4,26,16,4,4,0,1,-0.59
Office Supplies,San Francisco,United States,LS-169454,Linda Southworth,0.0,US,2014-01-13,CA-2014-108000,Medium,OFF-EN-10002621,Staples,4.89,1,West,10,Corporate,2014-01-17,Standard Class,0.42,California,Envelopes,2014,North America,3,4,17,31,4,4,0,1,-0.42
Office Supplies,San Francisco,United States,TM-210104,Tamara Manning,0.0,US,2014-01-21,CA-2014-144589,Medium,OFF-AR-10003631,Staples,7.986,5,West,24,Consumer,2014-01-26,Standard Class,1.07,California,Art,2014,North America,4,5,39,38,4,4,1,0,-1.07
Office Supplies,San Francisco,United States,CJ-120104,Caroline Jumper,0.0,US,2014-01-27,CA-2014-150469,Medium,OFF-FA-10000611,Binder Clips by OIC,5.6832,8,West,12,Consumer,2014-01-31,Standard Class,1.0,California,Fasteners,2014,North America,5,4,27,23,4,4,0,1,-1.0
Office Supplies,San Francisco,United States,VG-217904,Vivek Gonzalez,0.0,US,2014-01-30,CA-2014-139304,High,OFF-AR-10001216,Newell 339,2.1684,3,West,8,Consumer,2014-02-03,Standard Class,1.08,California,Art,2014,North America,5,4,32,33,4,4,0,1,-1.08
Office Supplies,San Francisco,United States,VG-217904,Vivek Gonzalez,0.0,US,2014-01-30,CA-2014-139304,High,OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,2.2282,1,West,9,Consumer,2014-02-03,Standard Class,0.19,California,Supplies,2014,North America,5,4,32,33,4,4,0,1,-0.19
Office Supplies,San Francisco,United States,MM-179204,Michael Moore,0.0,US,2014-01-31,CA-2014-164329,Medium,OFF-ST-10001511,Space Solutions Commercial Steel Shelving,6.465,2,West,129,Consumer,2014-01-31,Same Day,6.57,California,Storage,2014,North America,5,0,27,45,0,0,0,1,-6.57
Office Supplies,San Francisco,United States,EH-141254,Eugene Hildebrand,0.0,US,2014-01-31,CA-2014-112725,Low,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",5.733,7,West,13,Home Office,2014-02-07,Standard Class,1.36,California,Art,2014,North America,5,7,30,45,4,4,1,0,-1.36
Office Supplies,San Francisco,United States,EH-141254,Eugene Hildebrand,0.0,US,2014-01-31,CA-2014-112725,Low,OFF-AR-10001227,Newell 338,2.3814,3,West,9,Home Office,2014-02-07,Standard Class,1.69,California,Art,2014,North America,5,7,30,45,4,4,1,0,-1.69
Office Supplies,San Francisco,United States,SH-199754,Sally Hughsby,0.0,US,2014-03-07,CA-2014-125101,High,OFF-ST-10000675,"File Shuttle II and Handi-File, Black",16.945,2,West,68,Corporate,2014-03-11,Second Class,4.24,California,Storage,2014,North America,10,4,40,33,2,2,1,0,-4.24
Office Supplies,San Francisco,United States,FC-142454,Frank Carlisle,0.0,US,2014-03-07,CA-2014-167640,Medium,OFF-AR-10003158,Fluorescent Highlighters by Dixon,8.1192,6,West,24,Home Office,2014-03-11,Standard Class,1.72,California,Art,2014,North America,10,4,40,33,4,4,0,1,-1.72
Office Supplies,San Francisco,United States,FC-142454,Frank Carlisle,0.0,US,2014-03-07,CA-2014-167640,Medium,OFF-LA-10004559,Avery 49,5.6448,4,West,12,Home Office,2014-03-11,Standard Class,0.53,California,Labels,2014,North America,10,4,40,33,4,4,0,1,-0.53
Office Supplies,San Francisco,United States,BS-113804,Bill Stewart,0.0,US,2014-03-13,CA-2014-116288,High,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,9.7176,3,West,243,Corporate,2014-03-18,Standard Class,39.81,California,Storage,2014,North America,11,5,25,32,4,4,1,0,-39.81
Office Supplies,San Francisco,United States,MS-173654,Maribeth Schnelling,0.0,US,2014-04-02,CA-2014-147942,High,OFF-LA-10003663,Avery 498,2.7166,2,West,6,Consumer,2014-04-06,Standard Class,0.39,California,Labels,2014,North America,14,4,21,60,4,4,0,1,-0.39
Office Supplies,San Francisco,United States,JO-155504,Jesus Ocampo,0.0,US,2014-04-17,US-2014-138086,High,OFF-AP-10000027,Hoover Commercial SteamVac,12.222,3,West,41,Home Office,2014-04-21,Standard Class,1.74,California,Appliances,2014,North America,16,4,54,65,4,4,0,1,-1.74
Office Supplies,San Francisco,United States,DJ-135104,Don Jones,0.0,US,2014-05-01,CA-2014-137876,High,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",14.9744,4,West,31,Corporate,2014-05-06,Standard Class,3.68,California,Envelopes,2014,North America,18,5,48,51,4,4,1,0,-3.68
Office Supplies,San Francisco,United States,MK-181604,Mike Kennedy,0.0,US,2014-05-04,CA-2014-163209,Medium,OFF-AR-10003651,Newell 350,6.6584,7,West,23,Consumer,2014-05-08,Standard Class,0.3,California,Art,2014,North America,19,4,23,16,4,4,0,1,-0.3
Office Supplies,San Francisco,United States,DK-129854,Darren Koutras,0.0,US,2014-05-06,US-2014-141943,High,OFF-EN-10003448,"Peel & Seel Recycled Catalog Envelopes, Brown",11.58,2,West,23,Consumer,2014-05-10,Standard Class,3.08,California,Envelopes,2014,North America,19,4,29,30,4,4,0,1,-3.08
Office Supplies,San Francisco,United States,MM-180554,Michelle Moray,0.0,US,2014-05-09,US-2014-104451,High,OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,22.7024,4,West,81,Consumer,2014-05-13,Second Class,9.98,California,Appliances,2014,North America,19,4,71,55,2,2,1,0,-9.98
Office Supplies,San Francisco,United States,CS-121754,Charles Sheldon,0.0,US,2014-05-13,CA-2014-117632,Medium,OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,2.0979,1,West,8,Corporate,2014-05-19,Standard Class,0.36,California,Appliances,2014,North America,20,6,48,54,4,4,1,0,-0.36
Office Supplies,San Francisco,United States,CS-121754,Charles Sheldon,0.0,US,2014-05-13,CA-2014-117632,Medium,OFF-SU-10000157,Compact Automatic Electric Letter Opener,4.7724,2,West,239,Corporate,2014-05-19,Standard Class,6.9,California,Supplies,2014,North America,20,6,48,54,4,4,1,0,-6.9
Office Supplies,San Francisco,United States,RB-197954,Ross Baird,0.0,US,2014-05-14,CA-2014-100748,Medium,OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,27.4856,8,West,58,Home Office,2014-05-21,Standard Class,5.81,California,Labels,2014,North America,20,7,26,34,4,4,1,0,-5.81
Office Supplies,San Francisco,United States,BC-111254,Becky Castell,0.0,US,2014-05-20,CA-2014-113530,Medium,OFF-AR-10001315,Newell 310,1.0208,2,West,4,Home Office,2014-05-22,Second Class,0.19,California,Art,2014,North America,21,2,42,55,2,2,0,1,-0.19
Office Supplies,San Francisco,United States,BC-111254,Becky Castell,0.0,US,2014-05-20,CA-2014-113530,Medium,OFF-AR-10000122,Newell 314,1.395,1,West,6,Home Office,2014-05-22,Second Class,0.41,California,Art,2014,North America,21,2,42,55,2,2,0,1,-0.41
Office Supplies,San Francisco,United States,VF-217154,Vicky Freymann,0.0,US,2014-05-23,CA-2014-130106,High,OFF-AR-10003732,Newell 333,0.7228,1,West,3,Home Office,2014-05-27,Standard Class,0.33,California,Art,2014,North America,21,4,40,40,4,4,0,1,-0.33
Office Supplies,San Francisco,United States,VF-217154,Vicky Freymann,0.0,US,2014-05-23,CA-2014-130106,High,OFF-AR-10003651,Newell 350,2.8536,3,West,10,Home Office,2014-05-27,Standard Class,1.66,California,Art,2014,North America,21,4,40,40,4,4,0,1,-1.66
Office Supplies,San Francisco,United States,GH-144104,Gary Hansen,0.0,US,2014-06-07,US-2014-131849,High,OFF-ST-10002957,Sterilite Show Offs Storage Containers,0.0,5,West,26,Home Office,2014-06-11,Standard Class,3.62,California,Storage,2014,North America,23,4,52,17,4,4,0,1,-3.62
Office Supplies,San Francisco,United States,KT-164804,Kean Thornton,0.0,US,2014-06-25,CA-2014-159107,Critical,OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",1.3536,1,West,3,Consumer,2014-06-27,Second Class,0.39,California,Fasteners,2014,North America,26,2,73,77,2,2,0,1,-0.39
Office Supplies,San Francisco,United States,MH-176204,Matt Hagelstein,0.0,US,2014-07-29,CA-2014-130841,High,OFF-ST-10001580,Super Decoflex Portable Personal File,4.1944,1,West,15,Corporate,2014-08-02,Standard Class,1.62,California,Storage,2014,North America,31,4,47,36,4,4,0,1,-1.62
Office Supplies,San Francisco,United States,EC-140504,Erin Creighton,0.0,US,2014-08-01,CA-2014-161102,High,OFF-ST-10003442,Eldon Portable Mobile Manager,15.2712,2,West,57,Consumer,2014-08-04,First Class,6.74,California,Storage,2014,North America,31,3,53,57,1,1,1,0,-6.74
Office Supplies,San Francisco,United States,EM-139604,Eric Murdock,0.0,US,2014-08-02,CA-2014-168942,Medium,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",50.3658,3,West,187,Consumer,2014-08-06,Second Class,7.56,California,Storage,2014,North America,31,4,33,60,2,2,1,0,-7.56
Office Supplies,San Francisco,United States,BD-117254,Bruce Degenhardt,0.0,US,2014-08-04,CA-2014-168396,Medium,OFF-LA-10001297,Avery 473,24.84,5,West,52,Consumer,2014-08-09,Second Class,1.41,California,Labels,2014,North America,32,5,70,71,2,2,1,0,-1.41
Office Supplies,San Francisco,United States,JK-153704,Jay Kimmel,0.0,US,2014-08-14,US-2014-103828,High,OFF-AP-10004249,Staples,22.6233,7,West,84,Consumer,2014-08-14,Same Day,7.79,California,Appliances,2014,North America,33,0,54,69,0,0,0,1,-7.79
Office Supplies,San Francisco,United States,JK-153704,Jay Kimmel,0.0,US,2014-08-14,US-2014-103828,High,OFF-AR-10000588,Newell 345,15.4752,3,West,60,Consumer,2014-08-14,Same Day,8.59,California,Art,2014,North America,33,0,54,69,0,0,0,1,-8.59
